"","tp","ta","lat","long"
"1628",17,89,-20.56,-68.79
"1629",66,90,-20,-71.07
"1630",44,75,-17.32,-69.43
"1631",22,114,-19.33,-69.3
"1632",7,253,-10.55,-70.9
"1633",16,254,-10.05,-71.02
"1634",18,258,-9.18,-71.26
"1635",12,165,3.89,-71.17
"1636",33,81,-19.36,-69.29
"1637",22,99,-8.6,-74.51
"1638",21,236,-21.05,-68.56
"1639",12,158,-16.67,-67.55
"1640",7,315,4.74,-82.61
"1641",25,74,-19.65,-69.77
"1642",71,85,-20.02,-70.99
"1643",73,120,-20.07,-70.94
"1644",7,318,3.53,-82.79
"1645",6,320,3.6,-82.83
"1646",14,316,5.16,-82.69
"1647",1,82,-15.25,-73.53
"1648",74,65,-14.4,-76.14
"1649",1,7,0.66,-77.89
"1650",28,51,-10.56,-74.08
"1651",7,314,5.99,-82.67
"1652",12,24,-16.15,-73.64
"1653",55,240,-7.61,-76.36
"1654",9,12,-15.72,-72.09
"1655",23,78,-16.27,-72.11
"1656",34,78,-17.75,-69.79
"1657",11,68,-2.52,-78.78
"1658",66,102,-8.55,-80.45
"1659",3,326,2.74,-84.38
"1660",7,83,-9.8,-74.85
"1661",74,77,-7.01,-80.12
"1662",60,189,3.45,-74.5
"1663",37,166,3.4,-74.5
"1664",7,34,-1.7,-77.91
"1665",28,47,-1.64,-77.58
"1666",33,73,-18.57,-69.75
"1667",11,103,-14.34,-73.44
"1668",9,80,-15.16,-73.97
"1669",14,64,-10.76,-74.69
"1670",55,269,-15.01,-74.9
"1671",74,50,-20.69,-70.3
"1672",11,289,3.03,-79.34
"1673",4,4,-13.84,-71.69
"1674",6,153,-19.78,-69.25
"1675",69,104,-20.03,-70.8
"1676",70,89,-20.02,-70.84
"1677",78,78,-19.97,-70.94
"1678",78,108,-19.95,-70.88
"1679",11,20,-20.89,-69.09
"1680",66,73,-3.33,-80.6
"1681",24,157,-21.23,-67.7
"1682",23,61,-20.05,-69
"1683",25,82,-21.8,-68.62
"1684",14,250,-5.57,-76.95
"1685",6,97,-21.54,-68.35
"1686",7,193,-3.26,-80.69
"1687",22,55,-1.6,-77.55
"1688",10,80,-19.26,-70.01
"1689",25,32,-1.49,-77.92
"1690",2,60,-16.29,-71.23
"1691",10,354,2.26,-84.44
"1692",9,319,3.19,-84.21
"1693",3.148,59,-14.25,-76.12
"1694",73,100,-20.45,-70.24
"1695",10,323,2.37,-84.56
"1696",4,322,1.51,-84.67
"1697",44,32,-16.81,-71.26
"1698",65,20,-17.49,-72.62
"1699",63,82,-17.42,-72.74
"1700",6,82,-18.66,-69.37
"1701",32,134,-3.74,-81.23
"1702",27,96,5.63,-75.89
"1703",18,142,-13.69,-76.29
"1704",73,111,-19.94,-70.8
"1705",68,61,-19.58,-70.48
"1706",0,136,3.88,-82.51
"1707",32,67,-19.86,-68.84
"1708",29,98,-19.58,-69.07
"1709",3,137,3.95,-82.71
"1710",3,141,5.3,-82.46
"1711",6,317,4.84,-82.56
"1712",52,221,-5.18,-80.58
"1713",35,54,-19.64,-69.09
"1714",74,62,-14.95,-71.73
"1715",66,105,-14.82,-71.48
"1716",3,142,1.25,-85.25
"1717",21,53,-10.75,-75.29
"1718",33,67,-18.2,-69.05
"1719",6,61,-3.22,-78.54
"1720",3,139,3.21,-84.22
"1721",59,63,-19.61,-70.77
"1722",70,96,-19.89,-70.95
"1723",72,74,-20.35,-70.45
"1724",71,57,-19.68,-71.18
"1725",68,72,-20.31,-70.58
"1726",58,70,-20.57,-70.5
"1727",71,63,-20.8,-70.59
"1728",67,54,-20.64,-70.65
"1729",69,76,-20.06,-71.03
"1730",75,82,-19.93,-70.93
"1731",74,237,-20.49,-70.91
"1732",72,74,-20.13,-70.56
"1733",68,47,-20.75,-70.67
"1734",71,57,-20.15,-70.56
"1735",81,82,-19.93,-70.82
"1736",78,159,-20.36,-70.87
"1737",43,62,-20.41,-71.01
"1738",76,104,-20.68,-70.89
"1739",54,220,-20.13,-70.85
"1740",3,231,-8.24,-71.58
"1741",73,74,-19.9,-70.85
"1742",82,60,-20.58,-70.6
"1743",62,122,-20.51,-70.92
"1744",71,94,-19.93,-71.03
"1745",67,78,-20.6,-70.8
"1746",66,104,-20.02,-70.95
"1747",58,137,-20.66,-70.65
"1748",66,68,-20.57,-70.75
"1749",66,76,-20.78,-70.75
"1750",71,93,-20.2,-70.78
"1751",76,224,-20.15,-70.69
"1752",74,83,-20.21,-70.86
"1753",74,98,-20.18,-70.85
"1754",68,288,-20.15,-70.87
"1755",70,93,-20.03,-70.92
"1756",69,74,-19.62,-71.04
"1757",73,83,-19.99,-70.97
"1758",26,190,0.73,-77.83
"1759",42,230,-10.54,-78.08
"1760",61,215,-8.53,-80.32
"1761",13,45,-21.08,-68.63
"1762",67,87,-14.52,-76.17
"1763",15,223,-14.76,-71.35
"1764",58,88,-8.32,-79.83
"1765",14,79,-2.09,-79.62
"1766",49,84,-16.71,-69.7
"1767",37,73,-20.94,-66.48
"1768",60,63,0.35,-79.93
"1769",77,81,-0.38,-80.2
"1770",64,99,-0.23,-80.69
"1771",64,88,-1,-80.85
"1772",30,344,-0.06,-80.77
"1773",66,102,-0.21,-80.76
"1774",66,123,-1.27,-80.86
"1775",61,87,0.58,-80.03
"1776",60,96,0.64,-80.21
"1777",69,81,0.71,-80.04
"1778",68,92,0.57,-79.93
"1779",59,79,-0.29,-80.51
"1780",63,89,-0.28,-80.5
"1781",69,86,-0.42,-80.54
"1782",55,95,-0.24,-80.59
"1783",59,133,0.61,-80.25
"1784",61,121,-0.19,-80.73
"1785",54,110,-6.98,-80.9
"1786",54,93,-17.72,-72.61
"1787",0,140,1.25,-85.25
"1788",5,336,5.68,-82.62
"1789",7,60,-21.77,-68.35
"1790",81,170,-2.71,-75.3
"1791",5,322,1.03,-85.28
"1792",5,322,0.8,-85.36
"1793",39,70,-19.72,-69.32
"1794",72,73,-20,-70.95
"1795",22,205,-15.74,-71.9
"1796",17,196,-15.59,-72.46
"1797",5,174,-14.43,-70.74
"1798",5.786,9,5.11,-82.52
"1799",69,78,-15.84,-74.78
"1800",19,343,3.06,-84.22
"1801",67,107,-13.39,-76.6
"1802",60,98,-14.28,-76.13
"1803",66,82,-14.35,-76.13
"1804",34,340,-13.45,-76.72
"1805",62,89,-14.43,-76.13
"1806",60,91,-14.46,-75.98
"1807",67,87,-14.18,-76.09
"1808",47,200,-13.6,-76.6
"1809",64,68,-13.81,-76.29
"1810",75,175,-13.63,-76.62
"1811",45,191,-13.63,-76.5
"1812",38,112,-19.72,-66.45
"1813",52,86,-13.69,-76.26
"1814",54,156,-13.62,-76.94
"1815",40,59,-20.95,-68.36
"1816",70,72,-5.84,-80.92
"1817",9,319,5.24,-82.68
"1818",55,66,-8.36,-74.27
"1819",10,87,-7.64,-74.38
"1820",6,213,-12.1,-75.41
"1821",18,238,-5.48,-81.22
"1822",74,73,-19.94,-70.33
"1823",65,77,-19.96,-70.36
"1824",11,74,-14.03,-73.09
"1825",26,45,-1.27,-77.31
"1826",17,66,-21.17,-68.91
"1827",7,265,-7.45,-75.15
"1828",26,39,-1.81,-76.91
"1829",70,74,5.65,-77.53
"1830",10,84,-7.64,-74.53
"1831",21,114,-8.41,-74.26
"1832",7,316,5.5,-82.5
"1833",23,61,-8.62,-74.88
"1834",72,70,-20.18,-70.71
"1835",5,83,-5.4,-81.93
"1836",5,349,5.77,-78.2
"1837",29,105,-21.46,-68.46
"1838",58,51,3.85,-76.74
"1839",64,64,-3.92,-80.92
"1840",4,57,-6.92,-81.61
"1841",76,193,-0.02,-78.32
"1842",73,43,-20.16,-70.02
"1843",68,98,-20.01,-71.04
"1844",63,178,-0.03,-78.39
"1845",49,83,-20.17,-69.04
"1846",1,93,-14.6,-73.57
"1847",61,139,-16.13,-73.11
"1848",9,322,1.09,-85.17
"1849",3,325,1.05,-85.27
"1850",9,318,5.18,-82.64
"1851",8,158,-15.82,-71.81
"1852",7,9,2.8,-84.28
"1853",68,75,-14.52,-76.25
"1854",10,319,4.92,-82.72
"1855",16,90,-20.2,-69.17
"1856",2,175,-15.65,-72.01
"1857",66,93,-19.76,-71.1
"1858",66,88,-0.94,-80.35
"1859",30,26,-10.72,-73.64
"1860",35,228,-10.62,-78.12
"1861",71,120,-16.3,-73.47
"1862",68,92,-20.03,-71.02
"1863",26,171,-10.72,-74.57
"1864",21,191,-13.76,-75.69
"1865",13,317,5.5,-82.49
"1866",44,170,-13.52,-76.66
"1867",71,113,0.59,-80.01
"1868",9,316,5.57,-82.61
"1869",26,89,-19.44,-69.05
"1870",59,86,-14.79,-75.43
"1871",8,161,-21.39,-68.29
"1872",9,144,1.91,-84.57
"1873",0,273,-17.64,-69.06
"1874",4,317,1.5,-85.5
"1875",25,70,3.05,-76.23
"1876",43,148,-15.77,-73.98
"1877",0,320,-17.65,-69.15
"1878",21,22,-10.79,-73.46
"1879",30,242,-8.5,-71.46
"1880",6,298,-21.61,-71.64
"1881",6,317,4.76,-82.58
"1882",36,331,-6.08,-76.63
"1883",7,249,-12.87,-70.93
"1884",25,14,-2.83,-80.59
"1885",26,355,-7.28,-76.76
"1886",75,109,-19.99,-70.97
"1887",32,36,-2.16,-76.77
"1888",69,83,-19.92,-70.93
"1889",42,95,5.38,-73.58
"1890",22,69,-20.38,-68.87
"1891",56,179,-0.3,-77.91
"1892",7,54,-16.38,-71.11
"1893",15,287,-15.15,-72.8
"1894",2,55,-15.31,-70.83
"1895",8,51,-15.19,-70.82
"1896",8,9,4.74,-77.25
"1897",67,83,0.85,-79.79
"1898",56,82,-10.89,-78.8
"1899",27,255,-9.97,-70.97
"1900",65,179,0.88,-79.71
"1901",1,322,2.27,-84.4
"1902",48,45,0.9,-79.75
"1903",70,128,0.94,-79.63
"1904",2,215,-13.53,-75.11
"1905",4,244,-17.15,-69.8
"1906",58,294,-10.28,-75.45
"1907",28,91,-17.23,-69.1
"1908",33,57,-17.71,-71.08
"1909",20,53,-1.42,-77.78
"1910",22,92,-19.59,-69.82
"1911",40,70,-15.67,-71.75
"1912",11,45,-1.44,-77.97
"1913",60,83,-7.01,-80.49
"1914",6,324,1.1,-85.21
"1915",2,325,1.05,-85.26
"1916",62,86,-7.17,-80.61
"1917",69,54,-20.17,-70.04
"1918",5,326,5.58,-77.96
"1919",45,113,-15.31,-72.27
"1920",30,104,-21.35,-68.39
"1921",7,307,3.97,-78.75
"1922",58,86,-13.58,-76.56
"1923",23,84,-2.53,-78.89
"1924",59,74,-6.57,-81.15
"1925",7,322,2.27,-84.46
"1926",64,73,-5.85,-80.89
"1927",9,54,-2.7,-78.2
"1928",61,72,-16.67,-73.44
"1929",5,318,5.7,-82.3
"1930",77,65,-1.18,-80.39
"1931",6,115,-19.97,-68.83
"1932",32,87,-20.39,-68.9
"1933",57,322,0.66,-79.26
"1934",12,238,-15.64,-74.16
"1935",14,342,5.51,-82.5
"1936",19,129,1.13,-77.39
"1937",33,75,-21.79,-68.58
"1938",16,175,-15.7,-71.31
"1939",7,165,-15.75,-71.43
"1940",15,187,-15.83,-71.5
"1941",68,127,-15.91,-74.02
"1942",62,88,-21.38,-69.52
"1943",54,278,-14.16,-75.6
"1944",12,238,-3.91,-76.62
"1945",5,317,5.22,-82.62
"1946",6,133,5.28,-82.67
"1947",7,144,2.32,-84.49
"1948",25,55,4.67,-76.18
"1949",17,71,2.73,-76.5
"1950",11,209,-15.7,-71.99
"1951",3,136,3.94,-82.7
"1952",29,50,-16.92,-70.81
"1953",17,140,1.24,-85.28
"1954",59,108,-16.44,-73.6
"1955",15,192,-15.72,-71.82
"1956",0,348,-15.71,-71.8
"1957",40,82,-20.9,-69
"1958",70,213,3.45,-74.67
"1959",2,248,-15.09,-73.98
"1960",85,244,-5.15,-74.91
"1961",24,61,-15.83,-71.64
"1962",10,74,-19.49,-69.09
"1963",24,65,-1.4,-77.7
"1964",25,119,-8.32,-74.24
"1965",21,58,-1.59,-77.69
"1966",5,60,-2.79,-77.35
"1967",18,119,4.7,-75.67
"1968",6,86,-7.65,-74.46
"1969",7,89,-9.55,-74.65
"1970",38,141,-15.64,-73.94
"1971",52,50,-10.57,-78.5
"1972",7,223,-11.24,-79.29
"1973",6,46,-1.46,-77.73
"1974",26,95,-16.63,-73.38
"1975",20,114,4.6,-72.61
"1976",29,104,-21.64,-68.63
"1977",9,244,-15.17,-74.73
"1978",11,13,-2.88,-80.39
"1979",26,135,-18.92,-67.71
"1980",18,252,-8.11,-71.4
"1981",25,76,-19.41,-69.07
"1982",50,12,-8.8,-77.72
"1983",28,116,-16.48,-74.03
"1984",17,22,-8.5,-74.47
"1985",5,93,4.72,-75.97
"1986",4,320,1.25,-85.25
"1987",6,145,0.75,-85.25
"1988",71,197,-12.14,-73.04
"1989",74,51,-19.88,-70.39
"1990",74,83,-0.74,-80.28
"1991",6,288,-14.89,-72.67
"1992",9,299,-3.04,-82.7
"1993",14,46,-21.46,-66.44
"1994",69,114,-14.17,-75.63
"1995",28,83,-18.01,-69.45
"1996",31,87,-20.06,-69.05
"1997",68,72,-5.74,-80.66
"1998",69,85,-20.69,-70.79
"1999",34,143,4.56,-76.64
"2000",66,80,-20.77,-70.65
"2001",27,101,-20.99,-69.73
"2002",67,82,-20.75,-70.63
"2003",10,359,2.97,-75.84
"2004",76,186,-3.85,-80.86
"2005",31,109,-18.51,-69.37
"2006",4,315,5.91,-82.66
"2007",14,49,-21.63,-68.53
"2008",13,204,-16.03,-74.14
"2009",4,208,-3.38,-79.97
"2010",41,63,-17.99,-69.41
"2011",6,324,3.65,-83.5
"2012",5,315,5.29,-82.59
"2013",37,153,0.48,-78.77
"2014",8,57,-21.3,-68.76
"2015",6,62,-14.07,-72.95
"2016",8,2,-15.88,-74.04
"2017",7,306,4.86,-78.22
"2018",43,67,-8.36,-74.27
"2019",8,256,-4.89,-76.37
"2020",33,72,-19.91,-70.41
"2021",69,311,-11.32,-78.19
"2022",65,102,0.62,-80.02
"2023",76,34,-19.96,-70.04
"2024",4,257,-9.35,-79
"2025",60,63,0.7,-79.68
"2026",19,238,-13.29,-74.9
"2027",9,156,3.93,-85.88
"2028",57,53,0.78,-79.8
"2029",59,262,-11.64,-74.48
"2030",18,78,-20.52,-68.92
"2031",0,135,4.04,-82.5
"2032",35,151,-11.96,-74.2
"2033",52,75,-8.04,-74.41
"2034",2,84,-10.02,-71.18
"2035",3,45,-6.12,-77.13
"2036",58,104,-1.25,-81.07
"2037",4,323,1.49,-85.27
"2038",13,32,-20.89,-68.45
"2039",24,73,-19.4,-69.53
"2040",0,135,5.28,-82.65
"2041",0,161,2.85,-84.29
"2042",8,37,-21.32,-68.23
"2043",17,104,-9.52,-74.66
"2044",33,331,-10.08,-74.76
"2045",36,74,-15.3,-71.68
"2046",75,201,-16.13,-73.66
"2047",9,150,5.47,-77.71
"2048",8,63,-19.07,-69.28
"2049",61,147,-16.47,-73.51
"2050",60,244,-10.23,-78.52
"2051",24,248,-7.89,-71.42
"2052",24,71,-21.91,-65.79
"2053",78,101,-20.02,-69.82
"2054",66,129,-8.88,-75.73
"2055",49,231,-16.39,-72.66
"2056",46,255,-16.5,-72.66
"2057",65,66,0.67,-80.07
"2058",8,46,-21.56,-68.28
"2059",44,358,-15.25,-70.09
"2060",1,91,5.22,-75.8
"2061",61,232,-12.17,-76.66
"2062",30,80,-19.2,-68.89
"2063",29,76,-21.41,-66.61
"2064",57,35,-15.63,-69.56
"2065",1,82,-3.55,-76.27
"2066",24,95,4.81,-76.22
"2067",58,81,1.6,-79.36
"2068",0,123,5.51,-80.51
"2069",63,108,2.61,-79.22
"2070",59,61,2.1,-79.02
"2071",58,87,2.94,-78.77
"2072",2,251,-14.54,-73.49
"2073",66,127,2.33,-79.37
"2074",14,317,5.44,-82.65
"2075",8,296,-2.25,-79.73
"2076",67,117,-16.69,-72.95
"2077",10,317,5.69,-82.57
"2078",11,63,-7.89,-74.41
"2079",12,75,-21.29,-68.73
"2080",10,61,-2.52,-78.5
"2081",28,293,1.81,-80.37
"2082",22,82,-19.36,-69.29
"2083",57,115,-15.52,-75.24
"2084",21,94,4.44,-75.78
"2085",7,319,5.28,-82.67
"2086",55,194,-1.95,-80.02
"2087",65,99,3.24,-78.19
"2088",30,47,-1.38,-77.69
"2089",9,84,-21.27,-68.15
"2090",8,322,2.14,-79.17
"2091",28,125,2.16,-79.23
"2092",14,319,2,-79.29
"2093",35,25,-15.59,-74.53
"2094",78,142,-6.41,-81.42
"2095",12,336,3.89,-85.92
"2096",31,78,-19.37,-68.96
"2097",71,29,-20.16,-70.7
"2098",59,239,-13.14,-74.38
"2099",62,82,-1.89,-80.88
"2100",33,265,-10.32,-78.4
"2101",26,88,-20.49,-65.19
"2102",79,157,-3.9,-80.71
"2103",10,54,-21.49,-68.34
"2104",56,107,-20.26,-70.45
"2105",56,296,-13.17,-74.52
"2106",29,158,-3.05,-80.33
"2107",3,278,2.8,-79.81
"2108",82,212,-3.9,-80.97
"2109",32,39,-1.55,-77.36
"2110",56,75,-10.06,-79.73
"2111",31,103,-18.91,-69.78
"2112",17,49,-1.78,-78.48
"2113",43,59,-17.02,-69.85
"2114",60,98,-8.33,-79.97
"2115",31,190,5.78,-74.17
"2116",10,179,5.81,-78.32
"2117",39,87,-19.88,-68.74
"2118",39,239,-12.77,-76.09
"2119",18,78,-2.5,-78.56
"2120",63,192,-2.95,-78.64
"2121",64,161,-13.49,-76.11
"2122",32,43,-1.57,-78.01
"2123",5,328,-18.89,-68.02
"2124",6,0,-21.39,-67.4
"2125",52,107,-16.65,-73.21
"2126",56,59,2.5,-78.85
"2127",17,54,-10.06,-76.35
"2128",37,341,-2.7,-79.91
"2129",7,46,-14.52,-70.84
"2130",75,90,-4.23,-80.65
"2131",21,45,-1.73,-76.74
"2132",70,24,-10.59,-74.75
"2133",29,148,-8.38,-74.27
"2134",6,28,-14.38,-70.67
"2135",13,81,-21.39,-68.05
"2136",53,21,-21.05,-68.46
"2137",28,76,-17.31,-69.28
"2138",35,93,-21.85,-68.32
"2139",40,100,-18.27,-69.44
"2140",68,55,-13.45,-76.79
"2141",29,49,-11.6,-77.83
"2142",4,118,-8.17,-80.03
"2143",13,342,2.45,-76.68
"2144",10,245,-4.89,-78.18
"2145",0,249,-6.03,-75.7
"2146",15,317,5.46,-82.6
"2147",62,39,0.15,-77.12
"2148",30,74,-19.14,-69.15
"2149",7,266,-9.58,-71.24
"2150",0,171,5.47,-82.5
"2151",32,50,-17.58,-69.98
"2152",60,338,-3.65,-79.24
"2153",28,34,-18.98,-69.12
"2154",61,283,-12.96,-76.75
"2155",4,265,-3.98,-79.49
"2156",19,70,-15.73,-74.11
"2157",59,53,0.42,-79.94
"2158",61,89,-15.09,-75.55
"2159",10,130,3.94,-82.59
"2160",37,204,-15.4,-74.54
"2161",16,210,-3.48,-78.44
"2162",22,277,-8.9,-71.35
"2163",82,124,-3.89,-81.42
"2164",53,246,-12.35,-76.93
"2165",55,244,-12.9,-76
"2166",48,131,-14.16,-76.23
"2167",25,63,-17.26,-70.57
"2168",24,205,-3.73,-77.83
"2169",68,250,-1.77,-78.2
"2170",73,219,-3.93,-80.86
"2171",72,224,-7.76,-76.81
"2172",62,251,-7.77,-76.86
"2173",4,251,-15.73,-72.48
"2174",67,52,2.28,-78.97
"2175",30,63,-16.19,-69.55
"2176",1,47,-15.77,-71.89
"2177",16,92,-15.06,-73.5
"2178",61,245,-13.9,-76.1
"2179",8,278,-8.16,-76.13
"2180",39,208,-14.86,-75.33
"2181",14,74,-9.53,-71.42
"2182",69,47,-20.72,-70.37
"2183",6,247,-13.82,-72.56
"2184",6,80,-15.16,-71.68
"2185",7,342,2.03,-77.04
"2186",16,261,-9.17,-71.26
"2187",13,235,-9.22,-71.25
"2188",30,92,-19.2,-69.12
"2189",59,70,3.01,-78.64
"2190",24,225,-8.84,-79.1
"2191",75,274,-5.36,-78.63
"2192",76,124,-14.98,-75.47
"2193",53,119,-15.1,-75.56
"2194",63,111,-15.04,-75.6
"2195",37,258,-9.21,-78.91
"2196",15,5,-21.46,-67.45
"2197",20,193,-9.59,-77.47
"2198",10,81,-3.96,-79.38
"2199",64,78,0.56,-80.05
"2200",24,38,-1.84,-77.5
"2201",15,80,-21.15,-70.11
"2202",5,137,-19.16,-67.46
"2203",21,269,-7.14,-71.71
"2204",15,14,-13.38,-71.71
"2205",20,98,-7.96,-73.89
"2206",13,71,-9.16,-79.05
"2207",67,160,-3.92,-81.06
"2208",21,83,-18.35,-69.7
"2209",84,256,-17.11,-65.67
"2210",79,320,-16.89,-65.46
"2211",17,316,5.94,-82.61
"2212",19,345,5.84,-82.4
"2213",10,223,-3.36,-77.47
"2214",40,274,-7.79,-75.63
"2215",9,315,5.92,-82.67
"2216",20,318,5.8,-79.08
"2217",14,319,5.74,-78.71
"2218",14,303,3.08,-79.3
"2219",8,55,-20.03,-68.93
"2220",61,244,0.13,-77.67
"2221",71,268,0.15,-77.83
"2222",26,186,0.1,-77.95
"2223",55,67,-20.53,-70.46
"2224",7,82,-18.53,-72.15
"2225",33,269,-18.22,-72.13
"2226",28,240,-18.45,-72.24
"2227",59,4,-3.85,-81.44
"2228",22,211,-15.64,-74.3
"2229",15,48,-21.79,-68.32
"2230",67,76,-5.62,-81.39
"2231",65,129,-20.19,-70.71
"2232",65,26,-20.51,-70.61
"2233",68,124,-12.46,-76.73
"2234",17,88,-21.37,-68.38
"2235",34,33,-14.13,-76.08
"2236",26,47,-20.48,-68.74
"2237",20,355,-15.23,-69.95
"2238",0,137,1.52,-85.3
"2239",35,255,-15.48,-74.04
"2240",46,58,-17.37,-70.41
"2241",0,134,4.86,-82.52
"2242",25,84,-19.19,-70.14
"2243",63,79,-17.83,-71.08
"2244",77,173,-20.15,-70.58
"2245",69,101,-14.97,-75.66
"2246",7,245,-9.19,-79.07
"2247",52,201,-0.96,-78.09
"2248",63,190,-1.08,-78.11
"2249",61,61,-6.54,-81.07
"2250",19,249,-8.22,-78.04
"2251",24,79,-18.22,-69.31
"2252",24,73,-21.14,-69.69
"2253",65,84,-6.98,-80.57
"2254",55,262,-9.53,-75.76
"2255",9,82,-21.4,-68.26
"2256",20,41,-1.44,-77.82
"2257",64,242,-10.53,-77.99
"2258",0,137,1.31,-84.97
"2259",28,67,-20.17,-68.51
"2260",37,95,-18.04,-66.96
"2261",33,49,-20.93,-69.8
"2262",26,76,-18.1,-69.67
"2263",11,47,-17.35,-74.21
"2264",12,271,-14.28,-73.44
"2265",62,77,-5.73,-80.97
"2266",66,162,-2.76,-77.65
"2267",56,56,-17.32,-72.4
"2268",65,125,-17.33,-72.57
"2269",52,32,-17.51,-72.49
"2270",67,90,-17.46,-72.44
"2271",0,229,2.52,-82.99
"2272",24,73,-17.54,-69.44
"2273",44,80,-17.36,-69.39
"2274",41,119,-17.66,-71.71
"2275",15,81,-21.88,-70.07
"2276",11,62,-7.09,-81.43
"2277",19,45,-1.41,-77.87
"2278",62,82,4.68,-77.43
"2279",22,58,-19.65,-69.05
"2280",8,88,-21.32,-68.37
"2281",28,76,5.12,-76.59
"2282",50,164,-2.83,-77.72
"2283",0,136,5.1,-82.6
"2284",0,139,5.45,-79.27
"2285",2,299,-7.08,-74.67
"2286",2,268,2.67,-79.88
"2287",61,116,-17.51,-72.61
"2288",21,354,2.33,-84.57
"2289",11,266,-14.71,-73.92
"2290",10,72,-18.35,-72.38
"2291",16,78,-20.82,-69.43
"2292",5,240,-9.2,-79.04
"2293",72,287,-6.66,-75.79
"2294",65,239,-13.02,-76.17
"2295",15,249,-8.24,-71.41
"2296",64,63,1.15,-79.65
"2297",20,295,2.53,-79.68
"2298",1,203,-4.3,-77.6
"2299",28,60,-21.25,-68.1
"2300",48,221,-15.78,-73.25
"2301",7,88,-7.64,-74.53
"2302",43,76,-19.23,-69.44
"2303",53,133,-15.91,-74.28
"2304",63,86,-6.02,-81.11
"2305",9,236,-12.46,-75.08
"2306",31,101,-3.18,-80.87
"2307",21,113,-3.19,-80.69
"2308",16,79,-18.11,-69.3
"2309",3,254,-3.42,-76.91
"2310",38,88,-16.27,-73.3
"2311",19,66,-14.86,-71.48
"2312",33,69,-18.17,-69.82
"2313",63,222,-6.03,-77.27
"2314",62,185,-6.02,-77.16
"2315",51,206,-6.11,-77.18
"2316",49,119,-17.55,-71.85
"2317",42,282,-6.12,-77.24
"2318",15,63,-21.72,-68.41
"2319",26,74,-19.64,-69.16
"2320",0,131,4.71,-82.61
"2321",58,145,-4.93,-80.88
"2322",64,157,-0.07,-78.53
"2323",20,92,-18.81,-69.38
"2324",79,123,5.73,-77.69
"2325",57,65,5.68,-77.62
"2326",0,242,-19.83,-70.09
"2327",67,62,-0.12,-80.24
"2328",26,103,-19.34,-66.55
"2329",11,260,-10.99,-70.78
"2330",14,249,-4.01,-77.31
"2331",54,124,-15.7,-72.7
"2332",55,231,-10.12,-78.69
"2333",28,129,4.73,-75.6
"2334",79,80,-2.7,-77.79
"2335",12,88,-21.68,-68.3
"2336",50,159,-9.66,-78.9
"2337",63,135,-14.9,-75.69
"2338",0,133,5.38,-82.6
"2339",79,180,3.28,-83.33
"2340",0,135,4.94,-82.73
"2341",57,71,-5.8,-80.98
"2342",61,70,-9.68,-79.75
"2343",52,53,-3.94,-80.89
"2344",64,283,-6.01,-77.15
"2345",74,226,-5.95,-77.09
"2346",34,230,-14.2,-75.61
"2347",1,253,-9.83,-74.78
"2348",47,250,-11.31,-77.75
"2349",5,34,-13.85,-74.57
"2350",44,109,-21.92,-67.25
"2351",12,53,-16.48,-70.72
"2352",17,80,-2.34,-79
"2353",0,182,5.24,-72.89
"2354",55,94,-15.79,-75.08
"2355",0,5,-13.29,-72.42
"2356",22,56,-20.79,-68.96
"2357",9,342,-15.68,-71.58
"2358",48,190,-16.14,-73.83
"2359",2,317,-14.16,-73.96
"2360",11,315,1.61,-84.61
"2361",55,59,-0.86,-80.96
"2362",23,32,-16.31,-73.39
"2363",21,96,-21.69,-68.54
"2364",7,93,-7.35,-74.86
"2365",58,97,4.56,-77.49
"2366",37,78,-8.77,-74.42
"2367",35,86,-15.89,-69.42
"2368",60,76,4.74,-77.48
"2369",24,59,-17.51,-70.54
"2370",16,129,5.66,-73.84
"2371",20,46,-2.17,-77.04
"2372",0,285,-21.49,-68
"2373",16,48,-10.41,-74.64
"2374",25,79,-20.11,-68.53
"2375",9,279,-12.54,-75.94
"2376",28,122,-17.32,-72.35
"2377",40,59,-18.34,-69.43
"2378",22,256,-9.5,-78.79
"2379",64,108,-13.66,-76.09
"2380",7,92,-17.55,-70.82
"2381",16,102,-19.17,-66.77
"2382",3,58,-20.91,-68.83
"2383",3,284,-3.92,-76.63
"2384",63,216,-10.4,-78.55
"2385",57,45,-20.54,-71
"2386",24,124,5.08,-75.73
"2387",40,224,-4.7,-78.03
"2388",31,70,-20.26,-68.78
"2389",60,63,-2.9,-79.92
"2390",16,317,4.01,-82.61
"2391",6,314,4.07,-82.59
"2392",0,198,3.38,-83.05
"2393",0,164,3.42,-83.03
"2394",83,355,3.19,-82.96
"2395",33,68,-20.1,-68.86
"2396",38,170,-1,-78.11
"2397",8,133,5.5,-82.58
"2398",2,316,5.36,-82.58
"2399",5,271,-11.61,-76.55
"2400",39,332,-15.48,-69.27
"2401",20,77,-19.57,-69.03
"2402",4,243,-8.47,-71.49
"2403",23,153,-11.36,-73.97
"2404",3,77,-4.66,-76.32
"2405",36,264,-14.09,-75.77
"2406",65,232,-14.19,-76.07
"2407",81,53,4.19,-76.67
"2408",11,315,5.44,-82.45
"2409",31,183,-13.31,-69.39
"2410",11,253,-6.04,-77.09
"2411",20,68,-1.57,-78.03
"2412",64,125,-18.45,-71.08
"2413",33,27,-15.03,-70.53
"2414",73,60,-19.72,-69.85
