"","tp","ta","lat","long"
"3989",20,295,2.53,-79.68
"3990",1,203,-4.3,-77.6
"3991",28,60,-21.25,-68.1
"3992",48,221,-15.78,-73.25
"3993",7,88,-7.64,-74.53
"3994",43,76,-19.23,-69.44
"3995",53,133,-15.91,-74.28
"3996",63,86,-6.02,-81.11
"3997",9,236,-12.46,-75.08
"3998",31,101,-3.18,-80.87
"3999",21,113,-3.19,-80.69
"4000",16,79,-18.11,-69.3
"4001",3,254,-3.42,-76.91
"4002",38,88,-16.27,-73.3
"4003",19,66,-14.86,-71.48
"4004",33,69,-18.17,-69.82
"4005",63,222,-6.03,-77.27
"4006",62,185,-6.02,-77.16
"4007",51,206,-6.11,-77.18
"4008",49,119,-17.55,-71.85
"4009",42,282,-6.12,-77.24
"4010",15,63,-21.72,-68.41
"4011",26,74,-19.64,-69.16
"4012",0,131,4.71,-82.61
"4013",58,145,-4.93,-80.88
"4014",64,157,-0.07,-78.53
"4015",20,92,-18.81,-69.38
"4016",79,123,5.73,-77.69
"4017",57,65,5.68,-77.62
"4018",0,242,-19.83,-70.09
"4019",67,62,-0.12,-80.24
"4020",26,103,-19.34,-66.55
"4021",11,260,-10.99,-70.78
"4022",14,249,-4.01,-77.31
"4023",54,124,-15.7,-72.7
"4024",55,231,-10.12,-78.69
"4025",28,129,4.73,-75.6
"4026",79,80,-2.7,-77.79
"4027",12,88,-21.68,-68.3
"4028",50,159,-9.66,-78.9
"4029",63,135,-14.9,-75.69
"4030",0,133,5.38,-82.6
"4031",79,180,3.28,-83.33
"4032",0,135,4.94,-82.73
"4033",57,71,-5.8,-80.98
"4034",61,70,-9.68,-79.75
"4035",52,53,-3.94,-80.89
"4036",64,283,-6.01,-77.15
"4037",74,226,-5.95,-77.09
"4038",34,230,-14.2,-75.61
"4039",1,253,-9.83,-74.78
"4040",47,250,-11.31,-77.75
"4041",5,34,-13.85,-74.57
"4042",44,109,-21.92,-67.25
"4043",12,53,-16.48,-70.72
"4044",17,80,-2.34,-79
"4045",0,182,5.24,-72.89
"4046",55,94,-15.79,-75.08
"4047",0,5,-13.29,-72.42
"4048",22,56,-20.79,-68.96
"4049",9,342,-15.68,-71.58
"4050",48,190,-16.14,-73.83
"4051",2,317,-14.16,-73.96
"4052",11,315,1.61,-84.61
"4053",55,59,-0.86,-80.96
"4054",23,32,-16.31,-73.39
"4055",21,96,-21.69,-68.54
"4056",7,93,-7.35,-74.86
"4057",58,97,4.56,-77.49
"4058",37,78,-8.77,-74.42
"4059",35,86,-15.89,-69.42
"4060",60,76,4.74,-77.48
"4061",24,59,-17.51,-70.54
"4062",16,129,5.66,-73.84
"4063",20,46,-2.17,-77.04
"4064",0,285,-21.49,-68
"4065",16,48,-10.41,-74.64
"4066",25,79,-20.11,-68.53
"4067",9,279,-12.54,-75.94
"4068",28,122,-17.32,-72.35
"4069",40,59,-18.34,-69.43
"4070",22,256,-9.5,-78.79
"4071",64,108,-13.66,-76.09
"4072",7,92,-17.55,-70.82
"4073",16,102,-19.17,-66.77
"4074",3,58,-20.91,-68.83
"4075",3,284,-3.92,-76.63
"4076",63,216,-10.4,-78.55
"4077",57,45,-20.54,-71
"4078",24,124,5.08,-75.73
"4079",40,224,-4.7,-78.03
"4080",31,70,-20.26,-68.78
"4081",60,63,-2.9,-79.92
"4082",16,317,4.01,-82.61
"4083",6,314,4.07,-82.59
"4084",0,198,3.38,-83.05
"4085",0,164,3.42,-83.03
"4086",83,355,3.19,-82.96
"4087",33,68,-20.1,-68.86
"4088",38,170,-1,-78.11
"4089",8,133,5.5,-82.58
"4090",2,316,5.36,-82.58
"4091",5,271,-11.61,-76.55
"4092",39,332,-15.48,-69.27
"4093",20,77,-19.57,-69.03
"4094",4,243,-8.47,-71.49
"4095",23,153,-11.36,-73.97
"4096",3,77,-4.66,-76.32
"4097",36,264,-14.09,-75.77
"4098",65,232,-14.19,-76.07
"4099",81,53,4.19,-76.67
"4100",11,315,5.44,-82.45
"4101",31,183,-13.31,-69.39
"4102",11,253,-6.04,-77.09
"4103",20,68,-1.57,-78.03
"4104",64,125,-18.45,-71.08
"4105",33,27,-15.03,-70.53
"4106",73,60,-19.72,-69.85
"4107",61,102,-15.55,-74.77
"4108",7,303,3.6,-78.77
"4109",17,163,2.9,-76.09
"4110",36,186,-13.83,-67.56
"4111",26,4,-15.18,-70.34
"4112",1,72,-20.52,-68.65
"4113",38,224,-13.82,-68.4
"4114",4,264,-13.97,-72.64
"4115",6,321,5.71,-79.22
"4116",7,56,-9.28,-75.8
"4117",8,260,-9.33,-71.31
"4118",6,263,-9.3,-71.32
"4119",32,76,-15.57,-72.56
"4120",10,284,2.89,-79.49
"4121",25,2,2.84,-84.29
"4122",59,112,-15.33,-75.36
"4123",25,93,-17.5,-69.65
"4124",65,83,-8.47,-80.15
"4125",10,13,-15.63,-71.71
"4126",7,338,-8.44,-74.29
"4127",25,115,-7.96,-73.95
"4128",78,111,5.07,-72.92
"4129",60,325,5.21,-72.89
"4130",59,240,5.13,-72.97
"4131",24,120,4.16,-76.64
"4132",32,75,-19.77,-68.54
"4133",85,249,-5.8,-76.14
"4134",67,202,-5.78,-76.13
"4135",56,206,-15.77,-73.22
"4136",58,111,-15.99,-74.89
"4137",10,289,-2.05,-79.5
"4138",61,36,2.76,-78.35
"4139",23,303,5.45,-79.88
"4140",30,124,-15.24,-70.42
"4141",57,42,5.26,-72.47
"4142",6,322,1.5,-84.88
"4143",16,145,1.26,-85.05
"4144",2,320,1.2,-84.93
"4145",9,244,-3.85,-76.96
"4146",41,125,5.54,-73.82
"4147",8,87,-21.66,-68.03
"4148",73,102,-8.31,-75.91
"4149",13,68,-9.77,-74.62
"4150",3,250,-10.4,-78.32
"4151",0,164,2.52,-84.39
"4152",16,120,5.1,-75.69
"4153",2,270,-13.61,-74.87
"4154",34,56,-20.18,-69.28
"4155",24,91,-21.23,-68.74
"4156",25,91,-10.53,-78.7
"4157",69,241,-2.77,-77.88
"4158",44,217,-2.82,-77.9
"4159",6,215,-2.86,-77.86
"4160",30,32,-2.9,-77.95
"4161",60,310,-2.78,-77.84
"4162",0,194,-2.59,-77.82
"4163",80,243,1.06,-79.3
"4164",29,54,-2.68,-77.81
"4165",15,66,-2.9,-78.86
"4166",15,100,-19.14,-68.36
"4167",76,120,-2.37,-77.68
"4168",0,118,2.92,-79.41
"4169",12,75,-6.04,-81.82
"4170",24,335,-15.55,-68.96
"4171",67,222,-10.42,-78.77
"4172",23,39,-1.97,-77.65
"4173",59,68,-9.62,-79.57
"4174",21,137,4.15,-84.17
"4175",80,50,-12.97,-69.43
"4176",66,87,-1.04,-78.74
"4177",69,66,-10.2,-75.12
"4178",18,42,-12.8,-74.04
"4179",2,99,-8.13,-74.36
"4180",3,53,-9.71,-80.19
"4181",59,106,2.37,-79.34
"4182",39,10,-15.32,-70.01
"4183",13,64,-14.01,-74.47
"4184",53,88,5.9,-77.58
"4185",47,339,-9.68,-79.58
"4186",11,138,4.95,-82.48
"4187",23,98,-17.81,-70.62
"4188",61,86,-2,-81
"4189",31,114,-17.35,-71.14
"4190",20,315,5.37,-82.64
"4191",61,151,-1.08,-78.67
"4192",11,74,-15.57,-73.05
"4193",50,280,4.26,-76.58
"4194",21,118,-19,-67.53
"4195",34,241,-12.68,-76.81
"4196",27,73,-17.38,-69.99
"4197",65,117,-14.99,-75.68
"4198",61,85,-14.84,-75.69
"4199",61,108,-15.47,-75.41
"4200",73,112,-15.45,-75.51
"4201",57,105,-14.8,-75.75
"4202",67,108,-15.32,-75.47
"4203",60,102,-14.78,-75.48
"4204",16,332,-15.53,-75.45
"4205",53,120,-15.45,-75.36
"4206",58,70,-0.24,-80.73
"4207",0,178,2.83,-84.35
"4208",45,77,-22,-65.72
"4209",61,92,-14.49,-76.28
"4210",80,150,4.56,-76.49
"4211",18,74,-6.49,-71.22
"4212",0,133,5.72,-82.41
"4213",15,246,-9.06,-71.29
"4214",32,305,4.01,-82.45
"4215",25,90,-18.3,-69.53
"4216",27,68,-18.35,-69.35
"4217",80,36,-18.37,-71.25
"4218",13,318,4.87,-82.61
"4219",64,56,-4.16,-80.93
"4220",33,78,-18.86,-69.44
"4221",11,53,-21.23,-68.15
"4222",2,344,-14.09,-73.6
"4223",68,86,-5.9,-81.03
"4224",70,95,3.85,-75.75
"4225",57,150,5.79,-77.52
"4226",27,292,2.62,-79.79
"4227",7,248,-4.37,-76.68
"4228",6,307,-15.61,-74.46
"4229",42,199,-13.74,-68.79
"4230",31,106,-20.24,-68.36
"4231",46,99,3.93,-75.79
"4232",56,117,-13.7,-76.37
"4233",67,195,-12.03,-72.07
"4234",4,143,-14.1,-73.47
"4235",19,236,-15.61,-72.1
"4236",57,121,-16.27,-74.05
"4237",83,275,-10.97,-74.44
"4238",32,320,-18.31,-65.89
"4239",42,77,-17.53,-69.44
"4240",61,209,-10.82,-74.61
"4241",20,112,-8.48,-74.27
"4242",77,183,-10.93,-74.52
"4243",47,306,-12.12,-77.61
"4244",47,68,-8.15,-74.24
"4245",12,245,-3.72,-77.39
"4246",9,31,-21.21,-69.64
"4247",9,194,-15.52,-71.82
"4248",74,34,-18.19,-71.31
"4249",13,318,4.7,-82.59
"4250",6,141,-17.73,-65.43
"4251",78,75,-17.02,-72.54
"4252",10,159,-17.83,-65.37
"4253",9,26,-13.91,-72.72
"4254",8,308,-17.75,-65.27
"4255",55,102,-15.68,-75.05
"4256",64,123,-1.22,-80.95
"4257",15,241,-8.18,-70.83
"4258",56,72,-0.59,-80.39
"4259",63,85,-20.03,-70.38
"4260",16,228,-14.23,-72.61
"4261",69,230,-8.46,-76.38
"4262",21,64,-16.12,-71.4
"4263",24,33,-2.42,-76.36
"4264",21,115,-17.97,-69.59
"4265",68,233,-10.32,-78.36
"4266",40,83,-21.81,-67.16
"4267",9,146,1.08,-85.28
"4268",43,98,-21.57,-68.22
"4269",15,115,-7.59,-74.42
"4270",15,125,-17.62,-69.3
"4271",22,261,-7.95,-71.42
"4272",57,229,-11.63,-77.21
"4273",34,52,-1.65,-77.88
"4274",69,90,-14.8,-75.86
"4275",4,236,4.46,-75.72
"4276",2,246,4.37,-75.68
"4277",71,16,-21.14,-70.04
"4278",23,78,-20.42,-68.9
"4279",5,277,2.65,-79.82
"4280",3,128,-19.29,-68.85
"4281",8,275,-12.04,-75.7
"4282",1,315,5.83,-82.62
"4283",25,20,-16.66,-72.66
"4284",18,50,-1.65,-77.78
"4285",37,101,-15.71,-72.5
"4286",14,320,5.2,-82.58
"4287",1,105,-3.45,-79.16
"4288",28,46,-1.29,-77.55
"4289",32,64,-17.25,-70.8
"4290",35,65,-20.93,-67.28
"4291",58,285,-10.69,-75.64
"4292",29,101,-21.53,-68.93
"4293",7,23,-14.28,-70.48
"4294",23,69,-21.75,-68.78
"4295",72,77,-14.53,-71.29
"4296",34,99,-18.9,-69.17
"4297",18,260,-15.48,-72.61
"4298",72,183,-6.13,-75.27
"4299",15,236,-14.08,-72.77
"4300",9,317,5.61,-82.64
"4301",51,116,-15.62,-75.13
"4302",6,181,2.19,-84.54
"4303",30,246,5.65,-77.63
"4304",26,86,-16.11,-69.53
"4305",20,283,-13.27,-74.96
"4306",8,253,-6.41,-77.06
"4307",63,162,-4.1,-81.1
"4308",51,151,2.12,-78.39
"4309",26,237,-16.75,-71.66
"4310",69,90,-17.68,-71.97
"4311",29,68,-18.18,-70.47
"4312",21,117,-19.17,-70.13
"4313",21,229,1.27,-82.3
"4314",37,296,-1.88,-80.46
"4315",55,68,-0.22,-80.58
"4316",87,72,0.38,-78.09
"4317",32,115,-19.28,-68.24
"4318",26,242,-15.23,-72.68
"4319",44,65,-7.95,-74.42
"4320",66,96,-8.18,-79.93
"4321",54,341,-10.9,-78.32
"4322",5,316,6.01,-82.68
"4323",59,99,-15.58,-74.81
"4324",63,108,-15.8,-75.08
"4325",15,264,-4.35,-76.87
"4326",30,321,5.64,-82.63
"4327",38,75,-15.35,-70.47
"4328",61,255,-11.28,-74.51
"4329",70,93,-16.69,-72.95
"4330",72,201,-14.08,-75.43
"4331",28,93,-20.41,-68.74
"4332",33,72,-20.78,-70.48
"4333",56,103,-13.55,-76.65
"4334",40,99,-20.35,-67.25
"4335",16,318,1.6,-85.16
"4336",60,80,-16.26,-73.64
"4337",47,123,-15.98,-74.7
"4338",54,94,-16.85,-73.79
"4339",35,76,-17.57,-70.68
"4340",63,68,-17.75,-71.65
"4341",63,35,-16.56,-74.19
"4342",70,234,-17.61,-72.1
"4343",76,83,-17.89,-71.53
"4344",49,57,-17.58,-72.54
"4345",63,88,-3.96,-80.86
"4346",27,80,-19.52,-66.25
"4347",11,212,-15.41,-70.36
"4348",74,0,-17.46,-72.07
"4349",38,182,-17.12,-72.96
"4350",64,20,-16.62,-73.97
"4351",57,249,-17,-65.71
"4352",23,27,-16.09,-73.99
"4353",55,86,-17.54,-72.08
"4354",23,61,-19.95,-69.17
"4355",23,333,-19.45,-69.25
"4356",62,104,-17.41,-72.72
"4357",7,265,-7.51,-73.95
"4358",14,74,-8.53,-75.01
"4359",70,57,-17.1,-72.25
"4360",1,171,-14.26,-72.68
"4361",26,56,-18.17,-69.43
"4362",26,177,-15.62,-72.07
"4363",0,176,-14.33,-72.66
"4364",71,84,-17.9,-71.21
"4365",1,52,-16.72,-69.97
"4366",28,78,-21.72,-70.11
"4367",77,34,-17.68,-72.09
"4368",46,97,3.87,-75.97
"4369",4,5,-14.77,-70.5
"4370",35,177,-17.56,-71.93
"4371",66,64,-16.62,-73.92
"4372",3,232,-21.07,-68.09
"4373",8,216,-3.33,-77.79
"4374",54,130,-15.88,-74.14
"4375",10,195,-15.35,-72.52
"4376",14,178,-15.11,-72.74
"4377",45,98,-16.57,-73.83
"4378",48,75,-8.36,-74.22
"4379",57,122,-17.42,-72.67
"4380",17,329,-19.38,-69.23
"4381",16,176,-15.65,-72.03
"4382",4,59,-16.47,-70.24
"4383",34,72,-18.3,-69.71
"4384",67,180,-8.62,-79.98
"4385",30,60,-20.39,-69
"4386",45,144,-16.57,-73.77
"4387",43,106,-21.66,-68.33
"4388",64,84,-5.78,-81.03
"4389",73,271,-10.42,-78.51
"4390",22,69,-19.74,-68.99
"4391",47,118,-17.93,-71.43
"4392",7,139,4.2,-82.5
"4393",20,93,-15.4,-72.88
"4394",35,147,5.02,-77.4
"4395",70,34,-6.98,-76.82
"4396",16,248,-5.36,-76.62
"4397",10,315,4.98,-77.82
"4398",26,259,-5.58,-71.88
"4399",83,145,-10.77,-74.68
"4400",43,73,-17.8,-71.35
"4401",26,90,-21.24,-68.37
"4402",6,174,2.71,-84.38
"4403",26,40,-16.48,-72.45
"4404",6,252,-8.3,-71.74
"4405",6,117,-14.17,-72.74
"4406",71,94,-14.38,-76.2
"4407",81,185,-16.6,-72.96
"4408",14,77,-20.16,-68.76
"4409",42,167,3.29,-74.48
"4410",1,162,-15.6,-71.93
"4411",7,292,3.71,-79
"4412",55,114,-17.4,-72.57
"4413",22,72,-21.54,-68.29
"4414",65,95,-18.15,-71
"4415",19,196,-15.37,-74.08
"4416",14,45,-2.76,-77.06
"4417",9,41,-12.88,-78.19
"4418",76,82,-18.44,-70.99
"4419",73,2,-19.49,-70.58
"4420",27,146,-21.37,-70.15
"4421",2,74,-8.19,-71.59
"4422",1,197,-14.52,-70.79
"4423",67,94,-12.81,-77.51
"4424",19,313,5.68,-82.65
"4425",32,91,-14.67,-71.51
"4426",67,255,-12.39,-77.17
"4427",58,90,-17.36,-72.81
"4428",1,246,-7.61,-71.72
"4429",14,103,-7.03,-71.86
"4430",46,62,-19.61,-68.59
"4431",34,60,-20.13,-65.18
"4432",3,54,-21.58,-68.25
"4433",24,59,-10.13,-74.31
"4434",12,211,-13.8,-71.81
"4435",1,152,3.13,-77.87
"4436",16,232,-17.16,-70.67
"4437",3,185,-0.98,-78.33
"4438",12,101,-21.47,-68.32
"4439",7,352,-17.83,-69.35
"4440",14,93,-17.71,-69.89
"4441",5,20,-14.29,-70.58
"4442",15,317,4.97,-77.77
"4443",23,36,-1.91,-75.72
"4444",2,55,-21.04,-68.18
"4445",14,357,2.73,-84.31
"4446",14,194,-3.95,-80.17
"4447",3,112,-15.66,-73.94
"4448",6,322,5.61,-79.09
"4449",33,49,-17.84,-71.07
"4450",5,141,0.86,-85.21
"4451",71,67,-18.26,-70.89
"4452",31,144,-21.12,-65.59
"4453",65,80,-20.41,-70.2
"4454",18,67,-21.2,-68.18
"4455",67,255,-10.18,-73.53
"4456",57,170,-1.04,-78.33
"4457",64,193,-1.02,-78.39
"4458",14,329,4.28,-84.7
"4459",81,203,-4.49,-80.08
"4460",51,77,-8.29,-74.17
"4461",23,89,-20.45,-68.89
"4462",28,50,-17.24,-70.55
"4463",60,48,0.71,-79.74
"4464",17,96,-21.25,-68.37
"4465",7,315,5.35,-82.55
"4466",2,87,-19.47,-69.05
"4467",10,313,4.82,-82.6
"4468",15,68,-17.63,-69.11
"4469",64,97,-11.1,-78.22
"4470",42,78,-21.37,-68.11
"4471",2,359,-3.08,-80.8
"4472",51,140,-16.13,-73.58
"4473",13,293,2.27,-76.6
"4474",17,83,-20.35,-68.93
"4475",11,106,-9.56,-74.63
"4476",71,96,-14.92,-75.37
"4477",60,83,-17.28,-72.49
"4478",59,109,-15.69,-74.53
"4479",71,184,-5.6,-77.09
"4480",46,70,-20.03,-68.36
"4481",8,315,5.48,-82.69
"4482",5,47,-15.61,-73.97
"4483",55,206,-15.24,-74.65
"4484",65,220,-7.01,-80.25
"4485",17,62,-16.98,-69.58
"4486",55,81,4.7,-77.51
"4487",68,91,-0.87,-80.42
"4488",11,93,-21.53,-68.75
"4489",62,86,-16.2,-73.93
"4490",61,97,-15.27,-75.17
"4491",59,82,-16.32,-74.04
"4492",39,82,-21.85,-68.45
"4493",72,75,-3.58,-80.69
"4494",75,120,-3.73,-80.79
"4495",63,97,-1.19,-80.84
"4496",1.191,63,-1.13,-80.83
"4497",71,88,-1.18,-80.87
"4498",59,74,-1.2,-80.79
"4499",24,166,-1.2,-80.8
"4500",15,210,-2.33,-80.65
"4501",60,83,-1.36,-80.79
"4502",74,71,-1.4,-80.91
"4503",63,98,-1.43,-80.87
"4504",65,87,-1.18,-81.5
"4505",63,84,-1.09,-81.16
"4506",59,73,-0.79,-81.07
"4507",12,316,5.27,-82.63
"4508",9,239,-10.93,-76.1
"4509",66,87,-1.77,-81.05
"4510",2,336,4.6,-85.32
"4511",17,85,-22,-68.4
"4512",22,127,4.42,-75.95
"4513",27,110,-20.42,-68.63
"4514",37,110,-20.29,-68.94
"4515",66,118,-1.19,-80.77
"4516",11,267,-7.57,-76.3
"4517",41,36,-7.29,-77.89
"4518",29,66,-17.65,-69.66
"4519",16,127,-17.58,-71.35
"4520",24,91,5.01,-76.27
"4521",9,277,-9.09,-71.29
"4522",21,137,-14.92,-74.62
"4523",4,323,5.72,-82.84
"4524",9,351,5.08,-82.41
"4525",75,7,-3.79,-80.55
"4526",26,150,-3.29,-80.99
"4527",5,122,-19.51,-68.32
"4528",15,153,-3.25,-80.93
"4529",28,41,-16.48,-70.72
"4530",14,36,-10.7,-74.24
"4531",22,85,-19.99,-69.2
"4532",22,79,-19.99,-68.81
"4533",29,45,-1.74,-77.82
"4534",62,88,-5.89,-81.03
"4535",44,70,-19.56,-69.6
"4536",14,45,-17.85,-70.11
"4537",34,86,-19.04,-68.75
"4538",7,49,-15.35,-72.96
"4539",6,235,-16.9,-70.6
"4540",13,285,2.62,-79.4
"4541",22,66,-17.36,-69.48
"4542",22,17,-8.02,-80.03
"4543",28,78,-19.78,-68.98
"4544",7,320,1.33,-85.21
"4545",5,324,1.26,-85.07
"4546",12,313,3.89,-82.65
"4547",11,315,3.95,-82.57
"4548",7,317,3.92,-82.64
"4549",15,65,-19.98,-68.97
"4550",13,228,-8.56,-81.09
"4551",6,258,-5.68,-76.4
"4552",12,56,-16.64,-70.79
"4553",19,76,-16.73,-70.61
"4554",33,99,-17.77,-69.49
"4555",1,317,-14.17,-72.53
"4556",43,103,-21.8,-68.42
"4557",16,15,-8.56,-79.84
"4558",30,12,-5.85,-78.7
"4559",23,46,-2,-80.34
"4560",35,47,-1.02,-76.94
"4561",68,92,-15.41,-75.51
"4562",19,226,-3.75,-77
"4563",53,350,-18.67,-69.34
"4564",15,247,-9.39,-78.55
"4565",33,73,-8.98,-74.27
"4566",59,72,-9.67,-79.68
"4567",78,188,-8.61,-79.39
"4568",12,76,-16.15,-70.86
"4569",14,319,4.2,-84.08
"4570",55,95,-1.91,-80.9
"4571",24,43,-1.39,-77.52
"4572",3,101,-19.86,-68.92
"4573",18,74,-18.23,-69.03
"4574",5,258,-3.38,-76.91
"4575",18,279,-20.8,-69.47
"4576",3.441,0,3.23,-84.25
"4577",0.934,25,-21.07,-68.71
"4578",5,322,1.55,-85.31
"4579",69,101,-18.14,-71.16
"4580",15,317,5.29,-82.53
"4581",0.925,8,-16.65,-70.85
"4582",7,321,0.75,-85.25
"4583",25,85,-20.79,-69.12
"4584",3,123,-7.59,-73.73
"4585",1.286,22,-1.86,-77.36
"4586",1,186,-2.84,-79.63
"4587",28,72,-21.29,-68.52
"4588",38,32,-15.32,-70.47
"4589",67,80,-19.7,-70.62
"4590",2.804,13,-20.14,-68.91
"4591",74,74,-19.73,-70.59
"4592",66,99,-19.82,-70.63
"4593",7,221,-17.31,-73.42
"4594",15,353,2.4,-83.82
"4595",26,64,-18.99,-69.26
"4596",9,316,5.31,-82.64
"4597",16,40,-11.23,-74.68
"4598",5,82,-15.59,-73.16
"4599",21,92,-18.03,-69.33
"4600",3,37,-21.04,-68.28
"4601",12,315,4.82,-82.65
"4602",60,83,-13.46,-76.68
"4603",8,102,-9.8,-74.89
"4604",41,80,-21.85,-65.6
"4605",56,91,-13.37,-76.62
"4606",36,56,-15.2,-70.46
"4607",16,40,-1.39,-77.75
"4608",22,65,-19.2,-68.9
"4609",46,102,-21.73,-68.2
"4610",49,59,-17.66,-70.23
"4611",30,49,-16.05,-71.8
"4612",30,317,2.08,-76.5
"4613",3,266,-15.09,-74
"4614",10,308,4.55,-78.54
"4615",10,294,4.59,-78.5
"4616",6,317,5.57,-82.69
"4617",82,136,-19.72,-70.14
"4618",56,65,-17.38,-72.61
"4619",12,61,-19.49,-69.62
"4620",24,40,-1.4,-77.57
"4621",1,319,5.03,-82.7
"4622",23,52,-21.33,-68.41
"4623",1,315,3.36,-82.87
"4624",4,54,-3.17,-79.01
"4625",20,54,-2.17,-77.18
"4626",58,85,-15.69,-74.89
"4627",66,89,-15.7,-74.9
"4628",61,75,-15.77,-74.93
"4629",79,116,-15.17,-75.09
"4630",21,83,-7.93,-74.38
"4631",26,262,-8.13,-71.27
"4632",23,51,-1.59,-78.03
"4633",4,137,4.65,-82.51
"4634",55,207,-11.02,-77.96
"4635",14,348,2.71,-84.42
"4636",20,89,-17.28,-69.66
"4637",22,328,2.98,-77.97
"4638",28,71,-16.03,-73.73
"4639",65,99,5.76,-77.44
"4640",13,306,-19.53,-68.54
"4641",8,254,-3.92,-79.21
"4642",59,201,-13.61,-76.98
"4643",14,318,4.92,-82.57
"4644",23,63,-20.6,-68.75
"4645",22,53,-2.31,-77.84
"4646",21,110,-18.62,-69.58
"4647",1,318,1.85,-85.29
"4648",72,58,-20.26,-69.94
"4649",13,53,-17.48,-70.21
"4650",24,96,-20.04,-68.96
"4651",42,287,-12.18,-77.16
"4652",2,260,-8.58,-74.89
"4653",5,152,4.33,-73.76
"4654",6,139,4.73,-82.63
"4655",9,2,2.02,-84.59
"4656",42,89,-21.69,-68.34
"4657",4,311,-13.1,-74.46
"4658",2,74,-8.73,-76.45
"4659",6,319,5.01,-82.65
"4660",78,262,-8.9,-75.63
"4661",77,36,-8.92,-75.58
"4662",73,309,-10.37,-75.51
"4663",16,52,-1.42,-77.58
"4664",19,44,-15.99,-71.75
"4665",77,215,-1.98,-80.28
"4666",57,273,-20.26,-69.22
"4667",17,79,-19.65,-69.05
"4668",33,158,4.79,-75.52
"4669",59,127,-16.12,-73.63
"4670",31,114,-15,-71.99
"4671",3,140,5.86,-82.42
"4672",64,237,-15.87,-73.45
"4673",6,318,3.68,-82.81
"4674",4,317,5.69,-82.77
"4675",3,38,-14.45,-70.36
"4676",27,53,-20.41,-68.73
"4677",59,75,-5.72,-81.34
"4678",32,89,-19.08,-69.21
"4679",25,42,-1.55,-77.31
"4680",1,142,1.39,-85.17
"4681",17,329,1.29,-85.32
"4682",12,318,1.43,-85.24
"4683",28,51,-20.06,-68.91
"4684",60,81,-15.66,-74.84
"4685",82,87,-15.71,-75.04
"4686",0,321,1.25,-85.25
"4687",57,97,-14.42,-75.98
"4688",2,246,-14.76,-73.35
"4689",8,259,-8.69,-71.51
"4690",4,320,3.17,-84.24
"4691",45,70,-17.36,-70.8
"4692",70,115,-13.56,-76.13
"4693",8,232,-21.08,-68.9
"4694",21,28,-15.04,-70.44
"4695",43,118,-21.82,-67.09
"4696",47,231,-1.74,-80.37
"4697",26,19,-15.12,-70.25
"4698",72,261,4.66,-76.62
"4699",3,138,5.18,-82.5
"4700",50,340,-15.55,-69.29
"4701",79,195,-0.96,-77.82
"4702",5,322,1.11,-85.32
"4703",9,68,-19.65,-69.12
"4704",69,69,-19.39,-70.32
"4705",2,137,3.29,-82.86
"4706",75,73,-19.56,-70.36
"4707",65,77,-15.68,-75
"4708",66,69,-15.64,-74.92
"4709",47,71,-21.97,-65.71
"4710",1,135,5.3,-82.51
"4711",51,109,-21.79,-68.64
"4712",30,96,-16.19,-69.5
"4713",44,274,-15.33,-74.55
"4714",11,171,-1.19,-78.19
"4715",74,237,-10.16,-78.05
"4716",18,101,-21.08,-68.59
"4717",26,96,-21.89,-68.25
"4718",78,33,-18.06,-70.55
"4719",7,244,-5.08,-77.54
"4720",8,236,-13.93,-74.36
"4721",9,253,-8.08,-71.56
"4722",84,264,5.09,-72.38
"4723",68,82,-17.28,-72.55
"4724",19,23,-15.1,-70.39
"4725",9,267,-4.69,-77.23
"4726",19,73,-18.93,-69.16
"4727",63,71,-8.47,-80.47
"4728",26,115,-21.3,-68.26
"4729",53,8,3.93,-75
"4730",62,86,-14.52,-76.12
"4731",6,126,-18.93,-67.38
"4732",67,58,-4.24,-80.58
"4733",4,33,-14.61,-70.78
"4734",43,116,-21.59,-67.02
"4735",74,91,-13.39,-76.07
"4736",25,79,-7.81,-74.37
"4737",5,57,-21.19,-68.17
"4738",65,73,-14.85,-75.72
"4739",28,263,-7.92,-71.32
"4740",66,83,-14.83,-75.91
"4741",3,239,-2.64,-76.64
"4742",4,315,5.55,-82.59
"4743",69,212,-11.72,-72.22
"4744",31,39,-20.85,-68.35
"4745",56,151,-13.69,-76.1
"4746",34,115,-18.88,-69.29
"4747",2,315,5.95,-82.57
"4748",64,81,-15.69,-74.87
"4749",59,89,-15.68,-74.71
"4750",1,166,-14.88,-71.58
"4751",57,71,0.44,-79.92
"4752",48,102,-14.76,-71.43
"4753",11,68,-20.25,-69.02
"4754",27,81,-18.04,-69.34
"4755",17,79,-21.98,-68.87
"4756",3,292,-15.11,-74.2
"4757",8,306,-1.76,-81.63
"4758",3,80,-7.74,-74.63
"4759",25,73,-17.08,-69.52
"4760",5,316,5,-82.5
"4761",64,81,-5.96,-80.98
"4762",10,319,4.56,-82.62
"4763",42,100,-21.7,-68.23
"4764",5,107,-19.63,-68.25
"4765",4,250,-21.17,-68.78
"4766",8,312,3.78,-82.64
"4767",72,81,-20.2,-70.68
"4768",72,73,-20.09,-70.47
"4769",8,249,-14.8,-74.31
"4770",16,263,-5.35,-76.61
"4771",6,243,-2.66,-76.61
"4772",59,89,5.6,-77.53
"4773",63,91,5.62,-77.47
"4774",6,74,-5.96,-81.77
"4775",26,69,-20.07,-68.92
